SITE_ID,ABMA,PIAL,TSME,ALIN,PUTR,xcoord,ycoord
0,0,0,0,0,0,769499,4338524
0,0,0,0,0,0,764098,4354748
0,1,0,0,0,0,757660,4352050
0,1,0,0,0,0,755109,4352068
0,0,0,0,0,0,740202,4330436
0,1,0,0,0,0,742519,4329340
0,0,0,0,0,0,742592,4326159
0,1,0,0,0,0,740210,4328712
0,1,0,0,0,0,757660,4352050
0,0,0,0,0,0,766147,4334697
0,0,0,0,0,0,752319,4307770
0,0,0,0,0,0,748738,4304410
0,0,0,0,0,0,748738,4309408
0,1,1,0,0,0,770294,4308525
0,0,0,0,0,0,769530,4309095
0,1,0,0,0,0,769624,4308901
0,0,0,0,0,0,765074,4326344
0,0,0,0,0,0,765117,4326357
0,0,0,0,0,0,765006,4326010
0,1,0,0,0,0,769396,4307901
0,1,0,0,0,0,749984,4319073
0,0,0,0,0,0,768116,4339582
0,0,0,0,0,0,766959,4327743
0,0,0,0,0,0,766401,4329544
0,0,0,0,1,0,766807,4329344
0,0,0,0,0,0,766952,4329206
0,0,0,0,0,0,752318,4307770
0,1,0,0,0,0,762379,4294911
0,0,1,0,0,0,768756,4307348
0,1,0,0,0,0,766938,4344571
0,1,1,0,0,0,766936,4347700
0,1,0,0,0,0,767198,4349564
0,1,0,0,0,0,766140,4301997
0,0,1,0,0,0,769234,4307196
0,1,0,0,0,0,766511,4302501
0,0,0,0,0,0,766388,4343747
0,0,0,0,0,0,763397,4356010
0,0,0,0,0,0,738452,4330177
0,0,1,1,0,0,763312,4356470
0,0,0,0,0,0,749884,4309680
0,0,0,0,0,0,748686,4309150
0,0,0,0,0,0,756517,4292678
0,0,0,0,0,0,756768,4292654
0,0,1,0,0,0,768504,4305529
0,0,0,0,0,0,770027,4306210
0,0,1,0,0,0,767244,4306522
0,0,1,0,0,0,770348,4307205
0,0,0,0,0,0,769203,4328061
0,0,0,0,0,0,768130,4328258
0,0,0,0,0,0,767106,4342254
0,0,0,0,0,0,767994,4342580
0,0,0,0,0,0,768040,4342709
0,0,0,0,0,0,767405,4342758
0,1,0,0,0,0,747925,4319050
0,0,1,1,0,0,748378,4319300
0,0,0,0,0,0,747913,4316500
0,1,0,1,0,0,748039,4316590
0,0,0,0,0,0,745543,4320940
0,0,1,0,0,0,748234,4319280
0,1,0,0,0,0,738263,4329650
0,1,0,0,0,0,747364,4313390
0,1,0,0,0,0,738272,4329590
0,0,0,0,0,0,747411,4313510
0,1,0,1,0,0,747325,4313340
0,1,0,1,0,0,747333,4314180
0,0,0,0,0,0,747232,4314830
0,0,0,0,0,0,747187,4314740
0,0,0,0,0,0,747268,4314000
0,0,0,0,0,0,747729,4313400
0,0,0,1,0,0,747454,4312160
0,0,0,1,0,0,747380,4312100
0,0,0,0,0,0,747357,4312030
0,0,0,1,0,0,747851,4311930
0,0,0,0,0,0,747965,4312080
0,0,0,0,0,0,747236,4313030
0,0,0,1,0,0,747916,4312940
0,0,0,0,0,0,748749,4312620
0,1,0,1,0,0,749193,4312860
0,0,0,0,0,0,768365,4342100
0,0,1,1,0,0,749309,4310700
0,0,0,0,0,0,748980,4310760
0,0,0,0,0,0,749219,4308000
0,0,0,0,0,0,749205,4308010
0,0,0,1,0,0,748449,4307610
0,0,0,1,0,0,747867,4306950
0,0,0,0,0,0,748991,4309540
0,0,0,0,0,0,748448,4310136
0,0,0,0,0,0,768530,4327742
0,1,0,0,0,0,768530,4327733
0,1,0,0,0,0,758902,4351927
0,0,0,0,0,0,758419,4351857
0,1,0,0,0,0,742466,4330401
0,0,0,0,0,0,740268,4327835
0,1,0,0,0,0,768717,4327979
0,1,0,0,0,0,767909,4327804
0,1,0,0,0,0,769217,4329969
0,1,0,0,0,0,769212,4330294
0,1,0,1,0,0,739975,4328460
0,1,0,0,0,0,739975,4328462
0,1,0,0,0,0,741495,4328813
0,0,0,0,0,0,749695,4309170
0,0,0,0,0,1,749770,4309320
0,0,0,0,0,0,762834,4296581
0,0,0,0,0,0,767377,4304274
0,0,1,0,0,0,767427,4304513
0,0,1,0,0,0,768248,4304485
0,0,0,0,0,0,770124,4306148
0,0,1,0,0,0,767786,4306513
0,1,0,0,0,0,768530,4327733
0,0,0,0,0,1,755580,4314020
0,0,0,0,0,0,754636,4313620
0,0,0,0,0,1,756180,4312140
0,0,0,0,0,0,742941,4332910
0,0,0,0,0,0,743143,4332990
0,1,0,0,0,0,745585,4326084
0,0,0,0,0,0,757732,4311440
0,0,0,0,0,0,766734,4304841
0,0,0,0,0,0,756812,4352422
0,0,0,0,0,0,756812,4352556
0,1,0,0,0,0,741999,4337140
0,1,0,0,0,0,742300,4337840
0,1,0,0,0,0,751334,4306660
0,1,0,0,0,0,740525,4335478
0,1,0,0,0,0,744826,4337221
0,0,0,0,0,0,745077,4334818
0,0,0,0,0,0,739429,4336195
0,1,0,0,0,0,747119,4313050
0,0,0,0,1,0,751114,4307783
0,1,0,0,0,0,753158,4310423
0,0,0,0,0,0,764720,4355076
0,0,0,0,0,0,766749,4333420
0,0,0,0,0,0,766720,4334080
0,0,0,0,0,0,766802,4334230
0,0,0,0,0,0,766955,4335180
0,0,0,0,0,0,767145,4335330
0,0,0,0,0,0,745202,4339060
0,0,0,0,0,1,745313,4339130
0,1,0,0,0,0,745222,4339150
0,1,0,0,0,0,745120,4339170
0,0,0,0,0,0,745189,4339040
0,1,0,0,0,0,744993,4338850
0,0,0,0,0,0,744907,4338880
0,0,0,0,0,1,768377,4342100
0,0,0,0,0,0,768289,4342090
0,0,0,0,0,0,768204,4342110
0,0,0,0,0,1,768111,4342210
0,0,0,0,0,0,768025,4342270
0,1,0,0,0,0,767721,4342590
0,0,0,0,0,0,767798,4342260
0,0,0,0,0,0,768069,4341830
0,0,0,0,0,0,768186,4339670
0,0,0,0,1,0,768505,4340390
0,0,0,0,1,0,768671,4340740
0,0,0,0,0,0,768232,4339310
0,0,0,0,1,0,768197,4339140
0,0,0,0,0,0,768205,4338870
0,0,0,0,0,0,768184,4338760
0,0,0,0,0,0,768311,4338780
0,0,0,0,0,0,768646,4338390
0,0,0,0,0,0,768947,4338270
0,0,0,0,0,0,768381,4338240
0,0,0,0,0,0,768444,4338130
0,0,0,0,0,0,768166,4337400
0,0,0,0,0,0,768128,4337370
0,0,0,0,0,0,768136,4337320
0,0,0,0,0,0,766792,4334100
0,0,0,0,0,1,765471,4346220
0,0,0,0,0,0,765243,4345930
0,0,0,0,1,0,765835,4336780
0,0,0,0,0,0,765636,4336520
0,0,0,0,0,0,765636,4336520
0,0,0,0,0,0,765671,4336460
0,0,0,0,0,0,765676,4336430
0,0,0,0,0,0,765654,4336380
0,0,0,0,0,0,766833,4332250
0,0,0,0,0,0,766755,4332060
0,0,0,0,0,0,767263,4332290
0,0,0,0,0,0,764383,4322100
0,0,0,0,1,0,764456,4322110
0,0,0,0,0,0,764305,4320580
0,0,0,0,0,0,764322,4320620
0,0,1,1,0,0,763484,4356550
0,0,1,0,0,0,763530,4356860
0,0,1,0,0,0,763985,4356870
0,0,0,0,0,0,764234,4356950
0,0,0,0,0,0,764305,4356790
0,0,0,0,0,0,764282,4356850
0,0,0,0,0,0,764420,4356910
0,0,0,0,0,0,764607,4357020
0,0,0,0,0,0,764699,4356480
0,0,0,0,0,0,765349,4353690
0,1,0,0,0,0,765647,4353570
0,0,0,0,0,0,765535,4353560
0,0,0,0,0,0,765813,4353500
0,0,0,0,1,0,747064,4342520
0,0,0,0,0,0,746440,4342970
0,0,0,0,0,0,746446,4342960
0,0,0,0,0,0,746371,4342990
0,0,0,0,0,0,746284,4342990
0,0,0,0,1,0,745677,4343290
0,0,0,0,0,0,745552,4343310
0,0,0,0,0,0,744939,4341820
0,0,0,0,1,0,744568,4343470
0,0,0,0,0,0,747062,4345560
0,0,0,0,1,0,747319,4345810
0,0,0,0,1,0,747378,4346230
0,0,0,0,0,0,747684,4346350
0,0,0,0,0,0,756008,4352390
0,0,0,0,0,0,756373,4353050
0,0,0,0,1,0,754663,4351670
0,0,0,0,0,0,754743,4351600
0,0,0,0,0,0,756234,4351250
0,0,0,0,1,0,756436,4351570
0,0,0,0,0,0,756804,4351950
0,0,0,0,0,0,756893,4352250
0,0,0,0,0,0,756917,4352120
0,0,0,0,0,0,756658,4352330
0,0,0,0,0,0,757024,4352680
0,0,0,0,0,0,757040,4352710
0,0,0,0,0,0,757507,4350860
0,0,0,0,0,0,757939,4349700
0,0,0,0,0,0,761593,4306940
0,0,0,0,0,0,757931,4312320
0,0,0,0,0,0,762670,4298420
0,0,0,0,0,0,762709,4298180
0,0,0,0,0,0,762728,4298150
0,0,0,0,0,0,759827,4297850
0,0,0,0,0,0,759945,4297800
0,0,0,0,0,0,760100,4297910
0,0,0,0,0,0,759823,4306890
0,0,0,0,0,0,739321,4336430
0,0,0,0,0,0,738913,4336350
0,0,0,0,0,0,738806,4336370
0,1,0,0,1,0,738777,4336420
0,0,0,0,1,0,738731,4336460
0,0,0,0,0,0,738721,4336590
0,0,0,0,0,0,743173,4335930
0,1,0,0,1,0,740368,4328700
0,1,0,0,1,0,739890,4328810
0,1,0,0,1,0,740020,4329060
0,0,0,0,0,0,742401,4332180
0,0,0,0,0,0,742967,4332730
0,0,0,0,0,0,743023,4332710
0,0,0,0,0,0,742810,4326860
0,0,0,0,0,0,742790,4326810
0,0,0,0,0,0,742762,4326760
0,0,0,0,1,0,742913,4326640
0,0,0,0,0,0,742978,4326360
0,0,0,0,0,0,742979,4326360
0,0,0,0,0,0,765502,4318080
0,0,0,0,0,0,764911,4318300
0,1,0,0,1,0,764499,4304290
0,1,0,0,0,0,764899,4303750
0,1,0,0,0,0,764931,4303750
0,0,0,0,0,0,765175,4302020
0,0,0,0,0,0,753183,4307080
0,0,0,0,0,0,752121,4307640
0,0,0,0,0,0,753207,4307150
0,0,0,0,0,0,756173,4311050
0,0,0,0,0,0,756078,4311470
0,0,0,0,0,0,756022,4311480
0,0,0,0,0,0,757828,4313210
0,0,0,0,0,0,757743,4313520
0,0,0,0,0,0,757687,4313820
0,0,0,0,0,0,756383,4302780
0,0,0,0,0,0,755750,4303270
0,0,0,0,0,0,755244,4303610
0,1,0,0,0,0,746482,4327200
0,1,0,0,0,0,744955,4325720
0,0,0,0,0,0,745629,4326120
0,1,0,0,0,0,750650,4308790
0,1,0,0,0,0,750771,4308470
0,1,0,0,0,0,751340,4307970
0,0,0,0,0,0,752112,4307240
0,0,0,0,0,0,760494,4290767
0,0,0,0,0,0,753836,4311470
0,1,0,0,0,0,0,0
0,1,0,0,0,0,759125,4295936
0,1,0,0,0,0,761972,4300007
0,0,0,0,0,0,758549,4308570
0,1,0,0,0,0,766008,4303088
0,0,0,0,0,0,767135,4351246
0,0,1,0,0,0,766821,4353312
0,0,0,0,0,0,754637,4313620
0,1,0,0,0,0,756326,4352794
0,0,0,0,0,0,753498,4349719
0,0,0,0,0,0,754831,4350133
0,1,0,0,0,0,767331,4330393
0,0,0,0,0,0,768094,4331572
0,0,0,0,0,0,767176,4330065
0,0,0,0,0,0,767551,4330193
0,0,0,0,0,0,766205,4334239
0,0,0,0,0,0,766059,4300205
0,0,0,0,0,0,766447,4300507
0,0,0,0,0,0,760366,4290043
0,0,0,0,0,0,765833,4333118
0,1,0,0,0,0,741396,4330064
0,0,0,0,0,0,760290,4313510
